Time,X,Glc,Ace,O2,NH4,CO2,Etoh
0,6,60,4,100,98,0,0
0.0202020202020202,6.19470718564363,58.7704155606091,0.0099991775577088,93.1534543347499,96.9383006581224,7.07164664257274,0
0.0404040404040404,6.30405030438232,57.5187115021488,0.0099991775577088,90.4227926530463,96.342074500264,9.92871990385011,0
0.0606060606060606,6.41530014485078,56.2451683768267,0.0099991775577088,87.6444424277346,95.7354513701576,12.8356860697273,0
0.0808080808080808,6.52849033911858,54.9493999506791,0.0099991775577088,84.8175563666053,95.1182478788542,15.7934313144496,0
0.101010101010101,6.64363379386652,53.6312573827772,0.0099991775577088,81.9418055957539,94.4903936488046,18.8022994333351,0
0.121212121212121,6.76079816418805,52.2899641267839,0.0099991775577088,79.0154881495412,93.8515197703153,21.8640706080766,0
0.141414141414141,6.87999804865482,50.9253516433034,0.0099991775577088,76.0382309185159,93.2015466402949,24.9791348255339,0
0.161616161616162,7.00126562369193,49.5370500145638,0.0099991775577088,73.00922087907,92.5402988071326,28.1483423084802,0
0.181818181818182,7.12460600755026,48.1249993431215,0.0099991775577088,69.9283223734784,91.8677483620299,31.3718346318504,0
0.202020202020202,7.25010676989876,46.6881932386686,0.0099991775577088,66.7933248702332,91.183417805096,34.6519235664467,0
0.222222222222222,7.37777363159275,45.2265640490753,0.0099991775577088,63.6040725242964,90.4872759416511,37.988771571188,0
0.242424242424242,7.5076393085367,43.7397349142157,0.0099991775577088,60.3597342394426,89.779144378411,41.3832475651567,0
0.262626262626263,7.63971021924783,42.2276304857771,0.0099991775577088,57.0601384894517,89.0589881164854,44.8355304950207,0
0.282828282828283,7.77407036220011,40.6892826567583,0.0099991775577088,53.7031483400121,88.3263491289952,48.3478544057275,0
0.303030303030303,7.91072526699092,39.124624056706,0.0099991775577088,50.288601275952,87.5811972641519,51.9203882052163,0
0.323232323232323,8.04970699427636,37.5332837062039,0.0099991775577088,46.8156728433493,86.8233577016098,55.5539934127337,0
0.343434343434343,8.19109805329381,35.9143092337022,0.0099991775577088,43.2822554236866,86.0523805349995,59.2508730357264,0
0.363636363636364,8.33482153113907,34.2685792385477,0.0099991775577088,39.69025862694,85.2686851550049,63.0090285452099,0
0.383838383838384,8.48094977832765,32.5952505217658,0.0099991775577088,36.0377858160571,84.471877048735,66.8304402226676,0
0.404040404040404,8.62950548125042,30.894052846208,0.0099991775577088,32.3242072265898,83.6618325118377,70.7157640602838,0
0.424242424242424,8.78050970917468,29.1647333534423,0.0099991775577088,28.5489266793293,82.8384366578123,74.6656205954475,0
0.444444444444444,8.93398191424413,27.4070565637527,0.0099991775577088,24.7113815803055,82.0015834180096,78.6805949107521,0
0.464646464646465,9.08993993147893,25.6208043761395,0.0099991775577088,20.8110429207872,81.1511755416317,82.7612366339956,0
0.484848484848485,9.24839997877566,23.8057760683194,0.0099991775577088,16.8474152772819,80.2871245957321,86.9080599381807,0
0.505050505050505,9.40937665690733,21.9617882967251,0.0099991775577088,12.8200368115361,79.4093509652157,91.1215435415144,0
0.525252525252525,9.57284925214922,20.0890412523124,0.0099991775577088,8.72920323923584,78.5179675978808,95.4013677811739,0
0.545454545454545,9.73874992453982,18.188257374297,0.0099991775577088,4.57628380241263,77.6133444114693,99.7460849853478,0
0.565656565656566,9.90703173970337,16.2599231603628,0.0099991775577088,0.362145910509932,76.6957373297455,104.154773483761,0
0.585858585858586,10.0775696301689,14.3053816382813,0.0099991775577088,0,75.765828320615,108.624697418544,0
0.606060606060606,10.2501816937779,12.3265961205151,0.0099991775577088,0,74.8246092601679,113.151817852229,0
0.626262626262626,10.424553230589,10.3269717305799,0.0099991775577088,0,73.8737961442441,117.729096257073,0
0.646464646464647,10.6000736873299,8.31317746639288,0.0099991775577088,0,72.9167181977278,122.342501045362,0
0.666666666666667,10.7759206713776,6.29416086260879,0.0099991775577088,0,71.9578597631124,126.973344338424,0
0.686868686868687,10.9499681910614,4.29312260077399,0.0099991775577088,0,71.0088134477802,131.572894685526,0
0.707070707070707,11.1172160898094,2.36465506445422,0.0099991775577088,0,70.0968441054872,136.026381948275,0
0.727272727272727,11.2594073346013,0.708055747876516,0.0099991775577088,0,69.3215036858861,139.914958330001,0
0.747474747474748,11.311895475569,0.0286748046657897,0.0099991775577088,0,69.0352963508173,141.757584906313,0
0.767676767676768,11.3119172195187,0.0244538058856783,0.0099991775577088,0,69.0351777854086,141.781985574344,0
0.787878787878788,11.3119172195187,0.0244538058856783,0.0099991775577088,0,69.0351777854086,141.781985574344,0
0.808080808080808,11.3119172195187,0.0244538058856783,0.0099991775577088,0,69.0351777854086,141.781985574344,0
0.828282828282828,11.3119172195187,0.0244538058856783,0.0099991775577088,0,69.0351777854086,141.781985574344,0
0.848484848484849,11.3119172195187,0.0244538058856783,0.0099991775577088,0,69.0351777854086,141.781985574344,0
0.868686868686869,11.3119172195187,0.0244538058856783,0.0099991775577088,0,69.0351777854086,141.781985574344,0
0.888888888888889,11.3119172195187,0.0244538058856783,0.0099991775577088,0,69.0351777854086,141.781985574344,0
0.909090909090909,11.3119172195187,0.0244538058856783,0.0099991775577088,0,69.0351777854086,141.781985574344,0
0.929292929292929,11.3119172195187,0.0244538058856783,0.0099991775577088,0,69.0351777854086,141.781985574344,0
0.94949494949495,11.3119172195187,0.0244538058856783,0.0099991775577088,0,69.0351777854086,141.781985574344,0
0.96969696969697,11.3119172195187,0.0244538058856783,0.0099991775577088,0,69.0351777854086,141.781985574344,0
0.98989898989899,11.3119172195187,0.0244538058856783,0.0099991775577088,0,69.0351777854086,141.781985574344,0
